2050,1113284.966667
34050,13505756.500000
12550,4453699.433333
44550,19624327.466667
23050,9924496.933333
1550,632472.400000
33550,14177361.700000
12050,4146744.500000
44050,18957666.400000
22550,9209425.833333
1050,693342.300000
33050,13574200.500000
11550,4278056.100000
43550,18468154.766667
22050,8446220.900000
550,453300.400000
32550,13180219.466667
11050,3879323.366667
43050,18952070.133333
21550,7832428.566667
50,132670.866667
32050,13771609.500000
10550,3609144.700000
42550,19012002.900000
21050,7726348.000000
31550,13247550.166667
10050,3436020.500000
42050,17315407.833333
20550,7642991.966667
31050,12441287.200000
9550,3277771.233333
41550,18109734.966667
20050,7250915.066667
30550,12754716.000000
9050,2970281.366667
41050,19274347.033333
19550,7230801.500000
30050,11677256.033333
8550,2797544.700000
40550,17341622.666667
19050,7109573.833333
29550,11360513.600000
8050,2837783.133333
40050,16411591.166667
18550,6854664.666667
29050,11123833.733333
7550,3838953.600000
39550,17472649.200000
18050,6583198.066667
28550,11188516.166667
7050,2312822.000000
39050,17100556.933333
17550,6413618.266667
49550,20628682.300000
28050,11497243.500000
6550,2156916.433333
38550,17703276.966667
17050,6080869.466667
49050,21634231.033333
27550,10861807.233333
6050,1989831.000000
38050,15761556.833333
16550,5903376.933333
48550,21311051.033333
27050,10707795.400000
5550,1750491.900000
37550,16582124.500000
16050,5944437.766667
48050,20628151.433333
26550,11335592.700000
5050,1712527.866667
37050,15106814.233333
15550,5530959.833333
47550,19784232.066667
26050,10456291.633333
4550,1452828.966667
36550,14752342.500000
15050,5335465.833333
47050,19417782.966667
25550,10572024.400000
4050,1941359.500000
36050,14395728.433333
14550,5146620.000000
46550,20690544.766667
25050,9912025.233333
3550,1830296.933333
35550,14316821.733333
14050,5541598.633333
46050,20577114.966667
24550,9157859.466667
3050,956155.766667
35050,13763973.200000
13550,4949007.633333
45550,19273433.700000
24050,9624677.733333
2550,1039779.866667
34550,14217503.500000
13050,4508626.466667
45050,18550097.733333
23550,10248242.333333
