2050,3304972.700000
34050,63258006.500000
12550,21851293.266667
44550,90588443.900000
23050,41600952.066667
1550,2496061.133333
33550,64629890.900000
12050,21419042.033333
44050,90259842.633333
22550,38624493.633333
1050,1563513.766667
33050,59756900.333333
11550,19577143.200000
43550,89781922.433333
22050,38750156.900000
550,720050.000000
32550,59729364.800000
11050,18944032.000000
43050,85898190.900000
21550,39770021.266667
50,17552.500000
32050,61074525.766667
10550,18149701.333333
42550,84430097.300000
21050,36968707.066667
31550,57643940.000000
10050,17638260.700000
42050,80799414.200000
20550,35615671.033333
31050,57221222.866667
9550,15516500.633333
41550,78288136.800000
20050,38524650.600000
30550,58596063.400000
9050,15173515.500000
41050,83457404.600000
19550,37268129.200000
30050,57313115.633333
8550,13783359.666667
40550,80033986.166667
19050,32125474.533333
29550,53204643.166667
8050,13251861.333333
40050,78303939.133333
18550,31879087.900000
29050,53511991.466667
7550,12343896.800000
39550,76077414.400000
18050,31341251.466667
28550,52388917.300000
7050,11302394.433333
39050,75858517.500000
17550,31465703.900000
49550,102986378.633333
28050,53317987.900000
6550,10885980.700000
38550,73992958.866667
17050,29692253.333333
49050,98206542.633333
27550,52735625.666667
6050,9759201.833333
38050,72925588.800000
16550,29007977.000000
48550,99323303.666667
27050,48012988.366667
5550,9063578.633333
37550,68714473.600000
16050,29128159.933333
48050,100541330.866667
26550,48151598.533333
5050,8575390.666667
37050,70720315.033333
15550,26793455.233333
47550,92775810.733333
26050,49164320.866667
4550,7598259.066667
36550,70074698.333333
15050,27096461.300000
47050,94887497.666667
25550,47592300.666667
4050,6693210.366667
36050,72745931.833333
14550,26187307.733333
46550,88578236.333333
25050,47001189.133333
3550,5508669.800000
35550,68533746.000000
14050,25040029.766667
46050,98992830.400000
24550,43807861.166667
3050,4715199.700000
35050,68527503.300000
13550,24002650.500000
45550,96179943.200000
24050,43729304.100000
2550,4000742.033333
34550,67794110.500000
13050,22813974.166667
45050,91221201.933333
23550,41467363.000000
