12288,103
75522,113
42885,106
10248,103
73482,126
40845,116
8209,105
71442,116
38806,123
6169,103
69403,123
36766,115
4129,103
100000,113
67363,116
34726,113
2089,87
97960,126
65323,116
32686,122
95920,113
50,59
63283,116
30646,133
93880,126
61243,124
28607,123
91840,124
59204,122
26567,123
89801,123
57164,116
24527,124
87761,122
55124,116
22487,120
85721,124
53084,116
20447,116
83681,123
51044,116
18408,115
81641,133
49005,116
16368,113
79602,126
46965,134
14328,108
77562,126
44925,133
