2050,1021089.000000
34050,20085197.366667
12550,6459677.166667
44550,25869768.566667
23050,12852092.066667
1550,797874.366667
33550,20093025.433333
12050,6242294.366667
44050,27967532.800000
22550,12825160.966667
1050,427295.833333
33050,20056251.800000
11550,5963300.966667
43550,26693819.166667
22050,12414680.466667
550,327046.200000
32550,19620427.566667
11050,5456928.233333
43050,25944735.733333
21550,12311984.800000
50,21270.633333
32050,19293995.166667
10550,5234432.700000
42550,25680839.000000
21050,11532326.100000
31550,18911743.200000
10050,5063642.833333
42050,26035729.900000
20550,11399781.366667
31050,17659003.633333
9550,4796202.766667
41550,25243867.666667
20050,11308244.000000
30550,18480965.200000
9050,4519284.566667
41050,25765811.866667
19550,10941911.666667
30050,17546034.266667
8550,4176991.000000
40550,24266410.733333
19050,10387242.433333
29550,17107207.266667
8050,4121186.833333
40050,23662996.000000
18550,10477623.700000
29050,16503542.066667
7550,3743414.500000
39550,23971120.033333
18050,10003183.266667
28550,16026081.500000
7050,3400434.866667
39050,23458385.200000
17550,10041663.333333
49550,29954077.366667
28050,17205673.033333
6550,3250649.866667
38550,23356305.100000
17050,9368329.133333
49050,29906002.333333
27550,16414726.066667
6050,2859271.733333
38050,22488144.900000
16550,9122713.266667
48550,30301324.500000
27050,16435654.166667
5550,2753933.933333
37550,22926974.000000
16050,8931043.200000
48050,28364541.400000
26550,15375390.833333
5050,2610455.866667
37050,23239713.566667
15550,8072739.500000
47550,28946953.066667
26050,15407587.166667
4550,2417858.333333
36550,23343366.233333
15050,7892626.100000
47050,28689324.733333
25550,14723309.900000
4050,2085062.800000
36050,21038752.400000
14550,7585297.766667
46550,28925660.400000
25050,14389408.800000
3550,1886744.933333
35550,23015045.600000
14050,7336527.866667
46050,28736166.500000
24550,14067000.600000
3050,1497261.766667
35050,22611039.766667
13550,7032998.400000
45550,27697219.166667
24050,13583074.533333
2550,1270840.200000
34550,20725478.233333
13050,6626472.166667
45050,27900591.566667
23550,13093668.233333
